TID,Items
5117,"[509, 1164, 3843]"
5118,"[1709, 1880, 2440, 2631, 3845, 3972]"
5119,"[879, 2595]"
5120,"[670, 738, 3552, 3562]"
5121,"[696, 1504, 2415, 3934]"
5122,"[753, 2060, 2864, 3671, 3779]"
5123,"[1755, 2265, 2321, 2384, 2722]"
5124,"[456, 1501, 1613, 2557]"
5125,"[248, 409, 2508, 2853, 3736, 3948]"
5126,"[1119, 3641]"
5127,"[353, 818, 1286, 1411, 2648, 3396, 3583]"
5128,"[2825, 3214, 3594]"
5129,"[371, 631, 2085, 2392, 2550]"
5130,"[74, 93, 3230, 3457, 3655, 3912]"
5131,"[610, 1047, 2489, 2652, 3742]"
5132,"[3160, 3702]"
5133,"[629, 1008, 1457, 1659, 2268, 3136, 3970]"
5134,"[801, 1228, 2861, 3614]"
5135,"[35, 2915, 3090, 3349]"
5136,"[871, 2018, 2407, 2947, 3487]"
5137,"[464, 765, 902, 1400, 2304, 3024, 3368]"
5138,"[3299, 3361, 3919]"
5139,"[257, 2016]"
5140,"[625, 2601, 3254, 3409]"
5141,"[214, 992, 1315, 1656, 2988, 3199]"
5142,"[736, 1165, 1185, 2051, 2842, 3683]"
5143,"[73, 1054, 1093, 1626, 2667]"
5144,"[395, 1191, 1766, 2234, 2732, 3386]"
5145,"[123, 1184, 1694, 2272, 3980]"
5146,"[579, 1234, 1315, 2663, 3053, 3566, 3948]"
5147,"[876, 1211, 2774, 3505, 3685]"
5148,"[395, 784, 1246, 1728, 2193, 2445, 2506, 2520, 2725, 3078, 3084, 3193, 3988]"
5149,"[325, 676, 944, 1252, 2036, 3648, 3742, 3932]"
5150,"[192, 1374, 3387]"
5151,"[798, 1187, 1269, 2474, 2625, 3078, 3193]"
5152,"[69, 527, 1971, 2193, 3106, 3318, 3474, 3874]"
5153,"[675, 1467, 1602, 1745, 1931, 3830, 3931]"
5154,"[70, 1429, 1756, 1893, 2738]"
5155,"[335, 959, 1836, 3625]"
5156,"[38, 2893]"
5157,"[807, 1678, 1880, 2415, 3214, 3320]"
5158,"[318, 1474, 3221, 3991]"
5159,"[801, 3226]"
5160,"[289, 682, 3583]"
5161,"[1764, 2320]"
5162,"[402, 1132, 1940, 3190, 3478]"
5163,"[72, 1136]"
5164,"[587, 1054, 1796, 2266, 2535, 2645, 2989, 3921]"
5165,"[69, 587, 1745]"
5166,"[1882, 3907]"
5167,"[36, 437, 1021, 3583]"
5168,"[1468, 1584, 2934, 3762, 3878]"
5169,"[155, 199, 820, 1205, 1276, 3557]"
5170,"[71, 924, 1991, 2708, 3217, 3250, 3521, 3710]"
5171,"[439, 701, 1023, 1159, 1737, 3745, 3871, 3931]"
5172,"[1464, 2284]"
5173,"[168, 414, 2179]"
5174,"[686, 1318, 2103, 2855, 3010, 3123, 3379, 3864]"
5175,"[74, 93, 3230, 3457, 3655, 3912]"
5176,"[1015, 1156, 1200, 1816, 2042, 2392, 2401, 2502, 2929, 3202, 3333, 3676]"
5177,"[561, 791, 805, 947, 2268, 3160, 3683, 3858]"
5178,"[748, 1164, 1532, 2094, 2401, 3064, 3153, 3708]"
5179,"[1678, 2612, 3056]"
5180,"[419, 790, 2252, 3066, 3657]"
5181,"[963, 1735, 1871]"
5182,"[127, 675, 899]"
5183,"[353, 740, 1302, 1412, 3021, 3251]"
5184,"[2392, 2550]"
5185,"[78, 123, 1801, 2387, 3467]"
5186,"[651, 710, 3522]"
5187,"[1158, 1852, 2104, 2535, 3025]"
5188,[179]
5189,"[154, 418, 3328]"
5190,"[642, 807, 1624, 2017, 3919]"
5191,"[647, 1918, 1928, 2781]"
5192,"[1092, 1464, 1694]"
5193,"[92, 266, 1015, 1269, 1738, 1787, 3684]"
5194,"[903, 1018, 1191, 1888, 2069, 2142, 2187, 2849]"
5195,"[2031, 2661]"
5196,"[755, 1170, 2099, 3186, 3748, 3845]"
5197,"[829, 1198, 3807]"
5198,"[283, 300, 619, 2552]"
5199,"[2275, 2315, 2428, 2679]"
5200,"[652, 1183, 1184]"
5201,"[247, 949, 1750, 2201, 2395, 3441]"
5202,"[231, 667, 3557]"
5203,"[2141, 3025]"
5204,"[694, 1293, 1557, 1913]"
5205,"[404, 1188, 1430, 1816, 2085, 2918]"
5206,"[377, 2469]"
5207,"[139, 992, 1399, 2142, 2375, 2900, 3052]"
5208,"[607, 815, 1259, 1480, 2595, 3005]"
5209,"[755, 3656]"
5210,"[858, 1039, 3578]"
5211,"[412, 699, 2312, 3304, 3667]"
5212,"[14, 101, 751, 1713, 2933]"
5213,"[996, 1314, 1428]"
5214,"[803, 1469, 1941, 1987, 2333, 3800]"
5215,"[654, 709, 1537, 3315, 3715]"
5216,"[1491, 3653]"
5217,"[934, 2508, 2725, 2987, 3743]"
5218,"[392, 682, 1821]"
5219,"[289, 371, 1030, 2180, 3010]"
5220,"[414, 1722, 2155, 2199, 2250, 2468, 2596, 2722, 2744, 3167, 3355, 3385, 3546]"
5221,"[1541, 1586, 1686, 2271, 2320, 2415]"
5222,"[1713, 3768]"
5223,"[140, 1136, 1643]"
5224,"[133, 989, 1541]"
5225,"[559, 2947, 3079, 3129, 3142, 3655]"
5226,"[623, 2250, 3606]"
5227,"[3919, 3935]"
5228,"[319, 2143, 3186, 3583, 3652]"
5229,"[414, 878, 2151, 2201]"
5230,"[894, 996, 1113, 2260, 2342, 2878, 3655]"
5231,"[1016, 3671]"
5232,"[135, 1512]"
5233,"[169, 974, 1086, 2507, 3574]"
5234,"[783, 3514, 3883, 3921]"
5235,"[933, 2247, 3655]"
5236,"[87, 974, 1132, 1466]"
5237,"[87, 269, 631, 809, 2535, 2947, 3612]"
5238,"[416, 447, 538, 1925, 1944, 2466, 3024, 3190]"
5239,"[179, 1590, 3560]"
5240,"[575, 629, 2140, 3084]"
5241,"[214, 1108, 1234, 1354, 2127]"
5242,"[1048, 1136]"
5243,"[378, 1826]"
5244,"[540, 1178, 3619]"
5245,"[258, 619, 1598, 2896, 3025, 3546]"
5246,"[571, 619, 2071, 2924, 3092, 3835]"
5247,"[42, 2989]"
5248,"[360, 1183, 2790, 3628]"
5249,"[3241, 3559]"
5250,"[111, 1026, 2197, 2542, 2561, 2941, 3149, 3980]"
5251,"[277, 640, 2151, 2968, 3624, 3745, 3921]"
5252,"[666, 2104, 3538]"
5253,"[148, 2155, 3480, 3546]"
5254,"[238, 571, 1003, 1480, 2193, 3931]"
5255,"[419, 790, 2252, 3066, 3657]"
5256,[1185]
5257,"[299, 1756, 2666, 2674]"
5258,"[480, 1170, 1297, 1859, 2450, 3165]"
5259,"[870, 1664, 1730, 1849, 3455]"
5260,"[1584, 2042, 3079, 3224]"
5261,"[3, 684, 1209, 2819]"
5262,"[1166, 1626, 1950, 2660, 2725, 3653]"
5263,"[558, 1352, 2611, 3168]"
5264,"[78, 404, 740, 806, 1265, 2001, 3787, 3840]"
5265,"[1451, 2226, 2337, 2397, 2617, 3250]"
5266,"[878, 1738, 2852, 3159, 3878]"
5267,"[35, 954]"
5268,"[524, 1559, 2104, 2150, 3556, 3797]"
5269,"[25, 668, 1186, 1368, 1384, 2535, 3551]"
5270,"[1487, 1884, 2147, 3163]"
5271,"[705, 963, 2082, 2250, 3687]"
5272,"[214, 756, 902, 3882, 3921]"
5273,"[236, 545, 1015, 1630]"
5274,"[43, 925, 1136, 2842, 3828]"
5275,"[1079, 1412, 2046, 2284, 2688, 2855, 3487]"
5276,"[1039, 1805, 3151, 3314]"
5277,"[238, 874, 3039, 3690]"
5278,"[28, 572, 943, 3223]"
5279,"[299, 874, 2979, 3986]"
5280,"[1130, 1188, 1233, 1796, 1816, 2029, 2856, 2878, 3788]"
5281,"[543, 1493, 3575]"
5282,"[281, 559, 775, 1042, 2056, 2457, 2646, 3227, 3484]"
5283,"[222, 1228, 2297, 2408]"
5284,"[395, 1464, 1766, 2079, 2716, 2732]"
5285,"[147, 896, 2512, 3274, 3667]"
5286,"[191, 277, 472, 1539]"
5287,"[132, 511, 1136, 3204]"
5288,[111]
5289,"[1005, 1968, 3348, 3662]"
5290,"[653, 2874, 3619, 3788]"
5291,"[592, 647, 720, 756, 1559, 1916, 1986, 2625, 3538]"
5292,"[767, 1813, 2026, 3066]"
5293,"[738, 3591]"
5294,"[112, 154, 1092, 1843, 2471, 2504, 3346]"
5295,"[1554, 2747, 2998]"
5296,"[222, 1259]"
5297,"[246, 378, 2164, 2592, 2952, 3498, 3765]"
5298,"[858, 961, 1988, 2843, 2921, 3168, 3318]"
5299,"[89, 2189]"
5300,"[442, 557, 1609, 2872, 3175, 3214, 3900]"
5301,"[1594, 2140, 2278, 2741, 3010]"
5302,"[23, 2153, 3905]"
5303,"[782, 1479, 3136]"
5304,"[1250, 2987, 3526, 3629]"
5305,"[89, 127, 3909]"
5306,"[535, 540, 1518, 2592, 2637, 3456]"
5307,"[87, 1512, 2849, 3743]"
5308,"[359, 1930, 2357, 3864]"
5309,"[644, 1911, 2661, 3084, 3730, 3883]"
5310,"[583, 1243, 1279, 1988, 2153, 3761]"
5311,"[74, 500, 1466, 2106, 3456, 3531]"
5312,"[335, 1280, 2142, 2374]"
5313,"[233, 1411, 2708]"
5314,"[1659, 2508, 3119, 3830]"
5315,"[100, 1111, 1351, 2053, 2991]"
5316,"[219, 395, 1116, 2383, 2810, 3506]"
5317,"[326, 1351, 1558, 3631, 3744]"
5318,"[288, 850, 1003, 1486, 2557, 3113, 3415, 3534]"
5319,"[16, 553, 601, 978, 2169, 3551, 3839]"
5320,"[690, 2383, 2819, 3277, 3792]"
5321,"[874, 2176, 2561]"
5322,"[696, 2415]"
5323,"[546, 575, 670, 1666, 2726, 3938]"
5324,"[1504, 1573, 2047, 2333, 2666]"
5325,"[1241, 1641, 2408]"
5326,"[188, 291, 675, 740, 1234, 1582]"
5327,"[69, 558, 1582, 2329, 2743]"
5328,"[1354, 2337, 2578]"
5329,"[610, 720, 1243, 1834, 3479]"
5330,"[281, 672, 1042, 1239, 3227]"
5331,"[222, 416, 432, 1428, 1834, 2578, 2584, 2872]"
5332,"[1500, 1556, 1624, 1630, 2831, 2932, 3273]"
5333,"[283, 516, 3251]"
5334,"[789, 1635, 1991, 2528, 3271, 3988]"
5335,"[68, 666, 1737, 2160, 3751]"
5336,"[625, 2601, 3254, 3409]"
5337,"[2021, 2716, 3154]"
5338,"[446, 951, 2272]"
5339,"[884, 1804, 1853, 1988, 2123, 2561, 2615]"
5340,"[1364, 1578, 1592, 2037, 3286, 3975]"
5341,"[127, 208, 425, 2265, 2781]"
5342,"[1900, 2025, 3087, 3308]"
5343,"[289, 648, 3298]"
5344,"[2026, 2142, 3010, 3186, 3623]"
5345,"[169, 1545, 2981, 3190, 3507, 3538]"
5346,"[200, 815, 1735, 3171, 3637]"
5347,"[264, 782, 1866, 1952, 2437, 2630, 2676]"
5348,"[1276, 1530, 2198]"
5349,"[163, 213, 414, 443, 850, 874, 1108, 1626, 3043, 3083, 3496, 3925]"
5350,"[360, 485, 2519, 2565]"
5351,"[387, 1755]"
5352,"[1474, 1502, 1944, 1965]"
5353,"[359, 2532, 2799, 3039, 3619]"
5354,"[2024, 3163]"
5355,"[815, 1216, 2487, 3728]"
5356,"[85, 699, 1217, 1761, 2528, 3304, 3753]"
5357,"[375, 640, 2578, 2596, 2900]"
5358,"[2275, 2726, 3408, 3421]"
5359,"[289, 1940, 2722, 3361]"
5360,"[657, 2781, 2947, 3402]"
5361,"[318, 1302, 2349, 2790]"
5362,"[1556, 1624, 2831, 2932, 3273]"
5363,"[1725, 1795, 2402, 2445]"
5364,"[589, 738, 943, 2042, 3035, 3927]"
5365,"[127, 2595, 3371, 3492]"
5366,"[964, 1381, 1768, 1911, 2596]"
5367,"[1248, 3997]"
5368,"[845, 931, 1462]"
5369,"[291, 500, 996, 2060, 3534, 3671, 3807]"
5370,"[1301, 2042, 2302, 2850, 3787]"
5371,"[1269, 1610, 2425, 3514]"
5372,"[25, 668, 2535, 3551]"
5373,"[360, 903, 1864, 1912, 2258, 2372, 2790, 3636, 3857]"
5374,"[1592, 2145, 3938]"
5375,"[806, 1234, 1461, 1541, 1828]"
5376,"[509, 1113, 1653, 2684]"
5377,"[881, 1233, 1498, 1554, 2004, 2912, 3111]"
5378,"[372, 1382, 1801, 3741]"
5379,"[287, 547, 925, 1037, 3538]"
5380,"[1233, 1952, 2104, 3551, 3556, 3947]"
5381,"[154, 418, 3070, 3328]"
5382,"[248, 1314, 2010, 2528, 3256, 3669]"
5383,"[73, 1554, 1624, 2126]"
5384,"[1393, 2000, 2564, 2979]"
5385,"[402, 439, 1132, 1940, 3190, 3478]"
5386,"[125, 201, 420]"
5387,"[705, 963, 2082, 2250, 3687]"
5388,"[155, 941, 1102, 1765, 2476, 3139, 3293]"
5389,"[174, 246, 2680, 2716, 3662]"
5390,"[2472, 2526, 3008, 3106]"
5391,"[1214, 1387, 1880, 2260, 2408, 3146, 3537, 3559, 3669, 3699, 3885]"
5392,"[69, 514, 1912, 1957, 2223]"
5393,"[7, 953, 1484, 2561, 3320, 3639, 3970]"
5394,"[884, 2038, 2595]"
5395,"[128, 1588, 2227, 3623, 3662]"
5396,"[17, 613, 1500, 1651, 3710]"
5397,"[189, 851, 2469, 2918, 2947, 3062]"
5398,"[189, 942, 2469, 2947, 3062, 3485, 3908]"
5399,"[280, 1578, 1686, 3060, 3159, 3211, 3259]"
5400,"[1455, 2100, 2402, 3696]"
5401,"[756, 2382, 3008, 3882]"
5402,"[172, 409, 2512, 2596, 3676]"
5403,"[1003, 1834, 2096, 2774]"
5404,"[709, 1394, 2053, 2069, 2528]"
5405,"[109, 298, 405, 545, 1528, 1888, 3165]"
5406,"[484, 666, 1318, 1451, 2212, 2319, 2722, 2773, 3129, 3479]"
5407,"[1744, 3281, 3319, 3552]"
5408,"[868, 881, 1735, 1739, 1834, 3628, 3995]"
5409,"[123, 682, 1014, 1276]"
5410,"[1025, 2579]"
5411,"[1136, 1484, 1737, 2538, 2561, 3477, 3891]"
5412,"[768, 2062, 2574, 2637]"
5413,"[368, 826, 2298, 3114, 3982]"
5414,"[236, 800, 1382, 1533, 2815, 3231, 3624, 3727]"
5415,"[226, 866, 3221, 3281, 3303]"
5416,"[36, 371, 2234]"
5417,"[425, 2001, 2026, 2289, 3551, 3606]"
5418,"[359, 595, 1487, 2626, 2976, 3328]"
5419,"[283, 668, 1273, 3361]"
5420,"[539, 1054, 2333, 2374]"
5421,"[1343, 1731, 3796]"
5422,"[623, 1156, 2408, 2855, 3651]"
5423,"[473, 558, 1217, 1315, 1439, 1581, 1656]"
5424,"[273, 985, 2053, 2385, 2964]"
5425,"[243, 789, 1635, 1991, 3988]"
5426,"[552, 1678, 1905, 2022, 2056, 2280]"
5427,"[63, 410, 1622, 1700]"
5428,"[545, 1072, 2098, 2233, 2876, 3341, 3396, 3710, 3912]"
5429,"[359, 595, 1487, 2626, 2976, 3328]"
5430,"[524, 570, 645, 737, 1698, 2460, 3684]"
5431,"[73, 2489, 2600, 3153]"
5432,"[86, 1446, 2010]"
5433,"[209, 2610, 3314, 3524, 3552, 3600, 3607, 3664]"
5434,"[123, 1804, 2507, 3649, 3683]"
5435,"[690, 1940]"
5436,"[2343, 2848, 3511]"
5437,"[72, 188, 238, 656, 874, 1234, 2903]"
5438,"[456, 1501, 1613, 2557]"
5439,[3386]
5440,"[2167, 2825]"
5441,"[1529, 2469, 3482]"
5442,"[1822, 2489, 2666, 3387]"
5443,"[540, 1178, 3619]"
5444,"[35, 2988, 3075]"
5445,"[464, 765, 902, 1400, 2304, 3024, 3368]"
5446,"[1336, 1361, 2021, 3567, 3790]"
5447,"[1986, 2265, 3708]"
5448,"[628, 2512, 2516]"
5449,"[456, 2061, 3326]"
5450,"[3761, 3882]"
5451,"[858, 2046, 3025, 3435]"
5452,"[98, 904, 3534]"
5453,"[216, 3980]"
5454,"[771, 925, 939, 1057, 2143, 3124, 3628, 3882]"
5455,"[1346, 2508]"
5456,"[1651, 2462, 2480, 2552, 3273]"
5457,[3191]
5458,"[1728, 1915, 3293, 3740]"
5459,"[836, 2201, 2637, 2667, 3860]"
5460,"[359, 2532, 2799, 3039, 3619]"
5461,"[523, 3633]"
5462,"[325, 963, 2726, 3103, 3149]"
5463,"[1273, 1746, 2535, 3513]"
5464,"[1040, 2296, 2428, 2981]"
5465,"[214, 3296, 3304, 3315]"
5466,"[494, 1663, 3267, 3925]"
5467,"[21, 216, 518, 1042, 3041, 3622]"
5468,"[374, 416, 631, 1190, 2741, 3039]"
5469,"[2201, 2612, 2801, 2826, 3581, 3655, 3656, 3881]"
5470,"[2430, 2725]"
5471,"[182, 1664, 1840, 2667, 3460, 3662]"
5472,"[38, 1279, 1548, 3526]"
5473,"[26, 117, 988, 2842, 2948, 3768]"
5474,"[1767, 3044, 3162]"
5475,"[3214, 3594]"
5476,"[186, 1694]"
5477,"[120, 402, 432, 885, 2387, 2574]"
5478,"[139, 799, 1554, 1765, 2705]"
5479,"[3681, 3796]"
5480,"[2544, 3756]"
5481,"[214, 374, 1580, 3232]"
5482,"[933, 1121, 2247, 3655]"
5483,[2343]
5484,"[1235, 1279, 1941, 3143, 3514]"
5485,"[879, 1458, 2085, 2852]"
5486,"[527, 2781]"
5487,"[778, 3010, 3732]"
5488,"[1673, 1827, 2637, 3221]"
5489,"[26, 94, 952, 1194, 1216, 1541, 2064, 2214, 2527, 2815, 2852]"
5490,"[595, 1257, 2683]"
5491,"[3111, 3552]"
5492,"[656, 1969, 2117, 2376, 2647]"
5493,[2986]
5494,"[63, 673, 683, 1671, 1733, 1971, 2041, 2266, 2735]"
5495,[3473]
5496,"[259, 1705, 2773, 3019, 3253]"
5497,"[1971, 2193]"
5498,"[118, 709, 829]"
5499,"[281, 1023, 2781]"
5500,"[998, 1545, 3615, 3664]"
5501,"[1275, 3192, 3669, 3726]"
5502,"[1903, 2780, 3452]"
5503,"[271, 1113, 1872, 3623, 3788]"
5504,"[333, 1269]"
5505,"[106, 2125, 2964, 3977]"
5506,"[559, 1382, 2115, 2139]"
5507,"[1284, 2401, 2590, 2919, 3911]"
5508,"[910, 1118, 2108]"
5509,"[722, 907, 2676]"
5510,"[771, 1184, 2284, 2631, 3456]"
5511,"[216, 1178, 1866, 3935, 3980]"
5512,"[132, 319, 374, 3852]"
5513,"[607, 1512, 2508, 3186, 3228]"
5514,[87]
5515,"[594, 661, 924, 2168, 3974]"
5516,"[387, 1451, 2397, 3730]"
5517,"[14, 378, 925, 1584, 2472]"
5518,"[938, 3051, 3654, 3828]"
5519,"[214, 1776, 1843, 1871]"
5520,"[24, 1023, 2590, 2946, 3752]"
5521,"[1893, 3110, 3892]"
5522,"[2585, 3384]"
5523,"[992, 1504, 2013, 2018, 2371]"
5524,"[145, 738, 2321, 2368, 3552]"
5525,"[16, 81, 553, 868, 1144, 1689, 1962, 3062, 3677]"
5526,"[101, 912, 1700, 1750, 2955, 3140]"
5527,"[2288, 2692, 3667, 3912, 3932]"
5528,"[74, 2095]"
5529,"[527, 577, 2297, 2898, 3151]"
5530,"[540, 1504, 2013, 2166, 2244, 2751]"
5531,"[166, 1361, 1729, 2428]"
5532,"[1628, 3996]"
5533,"[656, 1613, 3013, 3546]"
5534,"[168, 697, 989, 2131, 2563]"
5535,"[154, 1338, 3029, 3572]"
5536,"[531, 717, 1441, 1766, 2593, 2989]"
5537,"[1144, 1834, 2201, 3614]"
5538,"[57, 1554, 1930, 3498]"
5539,"[1190, 1484, 1756, 1888, 2963, 2964]"
5540,"[604, 1173, 3271]"
5541,"[619, 2071]"
5542,"[996, 1121, 2595, 2861, 3498]"
5543,"[557, 1121, 2689, 2754, 3521]"
5544,"[1613, 3210]"
5545,"[673, 1128, 1186, 2786]"
5546,"[686, 2387, 2842, 3623]"
5547,"[238, 429, 543, 682, 962, 1518, 3073]"
5548,"[721, 1156, 2446, 3142, 3759, 3815]"
5549,"[155, 199, 820, 1205, 1276, 3557]"
5550,"[640, 949, 1235, 2216, 2714, 2810, 3092]"
5551,"[414, 1225, 1653, 2437, 2856, 3073, 3664, 3838, 3878]"
5552,"[656, 1581, 1755, 1896, 2920, 3595]"
5553,"[47, 540, 1113, 1178, 1443, 2699, 3619, 3623]"
5554,"[148, 811, 868, 1648, 1757, 2259, 2408, 3319]"
5555,"[333, 1375, 2898]"
5556,"[682, 1837, 2954, 3467]"
5557,"[1187, 1569, 1584, 1960, 2001, 2449, 2637, 3227]"
5558,"[1280, 1562, 2695, 2840, 3263, 3331, 3664, 3968]"
5559,"[1258, 2021, 3193]"
5560,[257]
5561,"[242, 437, 1563, 2181, 2858, 3121, 3580, 3682, 3922]"
5562,"[1121, 1336, 1735]"
5563,"[771, 1184, 3456]"
5564,"[649, 889, 1004, 1233, 1476, 1586, 3835]"
5565,"[335, 933, 2901, 3243]"
5566,"[1276, 2861, 3653]"
5567,"[973, 1700, 1868, 2412, 2667]"
5568,"[416, 608, 1231, 1389, 1674, 2917, 2921, 3932]"
5569,"[63, 147, 1275, 1624, 2725, 2953, 3907]"
5570,[925]
5571,"[511, 2687, 3009, 3624, 3730]"
5572,"[403, 537, 558, 1826]"
5573,"[1854, 2280, 3623]"
5574,"[486, 2371]"
5575,"[558, 1411, 1559, 2143, 2155, 2231, 2390, 3435]"
5576,"[124, 148, 709, 1382, 3101, 3110]"
5577,"[1382, 2057]"
5578,"[217, 1504, 2198, 3506]"
5579,"[1412, 2153, 2559, 2739, 3224]"
5580,"[402, 845, 1034, 2577, 3732]"
5581,"[336, 1408, 2506, 2872, 2894]"
5582,"[2204, 3018, 3158]"
5583,"[1859, 2680, 2858, 3154]"
5584,"[178, 1512, 3832]"
5585,"[809, 1451, 2628, 3240, 3492, 3841]"
5586,"[24, 1023, 2590, 2946, 3752]"
5587,[1451]
5588,"[335, 553, 662, 1196, 1798, 2680, 3139, 3288]"
5589,"[2984, 3927, 3931, 3934]"
5590,"[2664, 2884, 3392]"
5591,[2684]
5592,"[1795, 1893, 2223, 2930, 3149, 3229, 3393, 3676]"
5593,"[360, 1678, 1873, 2021, 2457, 3518, 3655]"
5594,"[14, 577, 1216, 2655, 3381]"
5595,"[361, 412, 1051, 2155]"
5596,"[1122, 1191, 2182, 3069]"
5597,"[318, 1518, 1569, 1989, 3223, 3482]"
5598,"[104, 124, 137, 545, 2424, 3871]"
5599,"[1823, 2017, 2091]"
5600,"[1003, 1013, 1837, 2101]"
5601,"[87, 787, 2418, 3719]"
5602,"[395, 2232, 2564, 3914]"
5603,"[50, 402, 2419, 2735, 3949]"
5604,[2956]
5605,"[893, 1897, 1935]"
5606,"[117, 2275, 2490, 2642, 3390, 3646]"
5607,"[767, 1752, 2497, 2857, 3480]"
5608,[2955]
5609,"[2440, 3159, 3551]"
5610,"[558, 1411, 1559, 2155, 2231, 2390, 3435]"
5611,"[2284, 2631]"
5612,"[2227, 3168, 3830]"
5613,"[16, 1003, 1762, 1823, 2001, 3656]"
5614,"[316, 1350, 2340, 2401, 2692, 3381, 3639, 3752]"
5615,"[241, 1590, 1952, 2227, 3392]"
5616,"[1468, 2364, 3444, 3530]"
5617,"[155, 961, 1595, 1629, 1903, 2610]"
5618,"[284, 300, 1422, 1463, 1871, 2123, 2266, 2849]"
5619,"[891, 2699, 3572]"
5620,"[592, 2821, 3270]"
5621,"[169, 827, 1273, 3092]"
5622,"[903, 1119, 1864, 2258, 3636, 3641]"
5623,"[160, 447, 1384, 3651]"
5624,"[722, 740, 1213, 1350, 1521, 1666, 2339, 3911]"
5625,[1023]
5626,"[378, 1826]"
5627,"[178, 2164, 2191]"
5628,"[416, 656, 1659, 3722]"
5629,"[2056, 3361]"
5630,"[938, 1780]"
5631,"[849, 1475, 1503, 1536, 2849, 3259]"
5632,"[471, 1400, 2608, 2661, 2773]"
5633,"[1559, 3325]"
5634,"[473, 558, 1217, 1439, 1581]"
5635,"[377, 1265]"
5636,"[192, 647, 1183, 1195, 2208, 2216, 3179, 3190, 3932]"
5637,"[644, 1504, 1581, 1856, 2308, 2826, 3480, 3580]"
5638,"[358, 1934, 2093, 2986, 3683]"
5639,"[604, 817, 874, 2229, 3968]"
5640,"[2197, 2567, 3924]"
5641,"[785, 2034, 2517, 2584]"
5642,"[1816, 2234, 3134, 3277]"
5643,"[71, 924, 1991, 2708, 3250, 3710]"
5644,"[182, 227, 1820, 1964, 2628, 2726, 3198, 3665]"
5645,"[147, 1464]"
5646,"[47, 480, 516, 686, 733, 1514, 2470]"
5647,"[705, 1763, 2852, 3148]"
5648,"[422, 871, 1197, 1989, 2795, 3165]"
5649,"[432, 1428, 2584, 2872]"
5650,[2278]
5651,"[170, 414, 1582, 1960, 2239, 2288, 3454, 3912]"
5652,"[625, 2601, 3254, 3409]"
5653,"[2159, 2548, 2715, 2781, 2857, 3478]"
5654,"[1658, 2149, 2896, 3357]"
5655,"[26, 477, 642, 732, 2285, 2611, 3618]"
5656,"[654, 709, 1537, 3315, 3715]"
5657,"[934, 1608, 1934, 2557, 3835]"
5658,[371]
5659,"[246, 605, 2680, 2861, 3305, 3356]"
5660,"[1799, 2821]"
5661,"[266, 338, 643, 1609, 2597]"
5662,"[403, 2444]"
5663,"[8, 38, 445, 1405, 2065, 2418]"
5664,"[35, 728, 1284, 1804, 1884, 2781]"
5665,"[722, 740, 1213, 2339, 3911]"
5666,"[578, 1909, 3746]"
5667,"[637, 1464, 1762, 1983, 2067, 2666]"
5668,"[492, 1253, 3022]"
5669,"[42, 178, 1971, 2053, 2164, 2191, 2193]"
5670,"[1610, 2417]"
5671,"[55, 61, 326, 1909, 3124]"
5672,"[1512, 3832]"
5673,"[1923, 2010, 2781]"
5674,"[1464, 1762, 2666]"
5675,"[1191, 1404, 1588, 3267, 3404]"
5676,"[920, 1834, 2896]"
5677,"[1225, 1374]"
5678,"[868, 1779, 1986, 2093, 2551, 2580, 3304, 3663, 3909]"
5679,"[269, 320, 1500, 1878, 2031, 2439, 3142, 3341, 3656]"
5680,"[1746, 2038, 2343, 3366, 3623]"
5681,"[1289, 1405, 1589, 2582, 3668, 3722]"
5682,"[1393, 2825, 2912]"
5683,"[106, 786, 1275, 2532, 2589, 2695]"
5684,"[375, 1111, 1628, 2193, 2656, 3835]"
5685,"[424, 497, 648]"
5686,"[405, 1313, 2867]"
5687,"[996, 1314, 1428, 2278]"
5688,"[238, 924, 1488, 2259, 2705, 2774, 3000]"
5689,"[360, 607, 1114, 2387, 2900, 3196]"
5690,"[3919, 3935]"
5691,"[2031, 2487, 3514, 3663, 3926, 3953]"
5692,"[217, 1234, 1253, 2079, 2181, 3620, 3669]"
5693,"[335, 361, 1051, 2155, 3664]"
5694,"[293, 859, 1114, 1988, 2964, 3317, 3489]"
5695,"[487, 800, 1483, 2747, 3231, 3408, 3527, 3933]"
5696,"[325, 707, 799]"
5697,"[1130, 1233, 1816, 2029, 2856, 2878]"
5698,"[545, 1688, 2551, 2781]"
5699,"[1275, 1956, 2343, 2611, 3296, 3893]"
5700,"[23, 218, 2947, 2997, 3010, 3114]"
5701,"[555, 707, 871, 1559, 2046]"
5702,"[3404, 3777]"
5703,"[21, 154, 157, 1517, 1694, 2050, 2631, 3577, 3663]"
5704,"[1280, 2732, 2930, 3341]"
5705,"[868, 881, 1735, 1930, 3628, 3995]"
5706,"[23, 2153, 3905]"
5707,"[395, 784, 1728, 2725, 3084, 3988]"
5708,"[2762, 3351, 3628]"
5709,"[826, 871, 1007, 1475, 1940, 2009, 3268, 3501]"
5710,"[1602, 1745, 1931]"
5711,"[367, 1621, 2085, 2170, 3106, 3220]"
5712,"[1400, 1454, 1499, 1583, 3186]"
5713,"[1813, 2744, 2760, 2964, 3154, 3894]"
5714,"[98, 2973]"
5715,"[1180, 3199, 3934]"
5716,"[2000, 2476, 2527, 3411]"
